iteration,timestamp,time_iso,sample_name,fault_class,agent,skill_id,skill_name,severity,rcf_score,detected,correct
1,1765833440.577573,2025-12-15 21:17:20,SHIP500-B02-T01538,*,crew,SK-ACT-CREW-OPS,机舱巡查与就地处置技能,0.5455,0.39187,False,1
1,1765833452.7867942,2025-12-15 21:17:32,SHIP500-B02-T01539,F06,maintenance,SK-DIAG-F06,发电机综合故障诊断,0.4545,0.378783,False,0
1,1765833465.019017,2025-12-15 21:17:45,SHIP500-B02-T01540,F06,crew,SK-DIAG-F06,发电机综合故障诊断,0.5455,0.375635,False,1
1,1765833465.019017,2025-12-15 21:17:45,SHIP500-B02-T01540,F11,crew,SK-DIAG-F11,通讯与传感器故障诊断,0.5455,0.375635,False,1
1,1765833465.019017,2025-12-15 21:17:45,SHIP500-B02-T01540,*,crew,SK-ACT-CREW-OPS,机舱巡查与就地处置技能,0.5455,0.375635,False,1
1,1765833477.226437,2025-12-15 21:17:57,SHIP500-B02-T01541,F06,maintenance,SK-DIAG-F06,发电机综合故障诊断,0.4545,0.374072,False,0
1,1765833489.447379,2025-12-15 21:18:09,SHIP500-B02-T01542,F06,crew,SK-DIAG-F06,发电机综合故障诊断,0.5455,0.36635,False,1
1,1765833489.447379,2025-12-15 21:18:09,SHIP500-B02-T01542,F11,crew,SK-DIAG-F11,通讯与传感器故障诊断,0.5455,0.36635,False,1
1,1765833489.447379,2025-12-15 21:18:09,SHIP500-B02-T01542,*,crew,SK-ACT-CREW-OPS,机舱巡查与就地处置技能,0.5455,0.36635,False,1
1,1765833501.6258817,2025-12-15 21:18:21,SHIP500-B02-T01543,F06,crew,SK-DIAG-F06,发电机综合故障诊断,0.5455,0.369199,False,1
1,1765833501.6258817,2025-12-15 21:18:21,SHIP500-B02-T01543,F11,crew,SK-DIAG-F11,通讯与传感器故障诊断,0.5455,0.369199,False,1
1,1765833501.6258817,2025-12-15 21:18:21,SHIP500-B02-T01543,*,crew,SK-ACT-CREW-OPS,机舱巡查与就地处置技能,0.5455,0.369199,False,1
1,1765833513.8322527,2025-12-15 21:18:33,SHIP500-B02-T01544,F06,crew,SK-DIAG-F06,发电机综合故障诊断,0.5455,0.37008,False,1
1,1765833513.8322527,2025-12-15 21:18:33,SHIP500-B02-T01544,F11,crew,SK-DIAG-F11,通讯与传感器故障诊断,0.5455,0.37008,False,1
1,1765833513.8322527,2025-12-15 21:18:33,SHIP500-B02-T01544,*,crew,SK-ACT-CREW-OPS,机舱巡查与就地处置技能,0.5455,0.37008,False,1
