alarm_tag,active_samples,active_rate_pct,category,decision,reason,fault_class,fault_class_name
engine/alarm_freshwater_combination_pressure_tank_fault_1,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_freshwater_heater_fault_1,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_freshwater_heater_fault_2,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_freshwater_heater_running_1,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_freshwater_heater_running_2,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_freshwater_pump_running_1,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_freshwater_pump_running_2,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_freshwater_tank_low_level,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_general_emergency_power_failure,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_generator_1_comprehensive_alarm,5356,83.635,fault_relevant,KEEP,"fault alarm, fires 5356 samples (83.6%), class F06",F06,Generator Fault
engine/alarm_generator_1_emergency_stop,5356,83.635,mode_status,REMOVE,"operational state indicator ('emergency_stop'), not a fault signal",F06,Generator Fault
engine/alarm_generator_1_fuel_leak,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_1_high_oil_temperature_pre_alarm,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_1_high_speed_alarm_stop,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_1_high_speed_pre_alarm,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_1_high_water_temperature_pre_alarm,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_1_low_oil_pressure_alarm_stop,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_generator_1_low_oil_pressure_pre_alarm,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_generator_1_power_1_voltage_low,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_1_power_2_voltage_low,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_1_running_status,1032,16.115,mode_status,REMOVE,"operational state indicator ('running_status'), not a fault signal",F06,Generator Fault
engine/alarm_generator_1_shutdown_failure,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_1_shutdown_status,5359,83.682,mode_status,REMOVE,"operational state indicator ('shutdown_status'), not a fault signal",F06,Generator Fault
engine/alarm_generator_1_shutting_down,1,0.016,transient_glitch,REMOVE,"only 1 samples (<63ms, noise burst)",F06,Generator Fault
engine/alarm_generator_1_start_allowed,1,0.016,transient_glitch,REMOVE,"only 1 samples (<63ms, noise burst)",F06,Generator Fault
engine/alarm_generator_1_start_successful,1044,16.302,mode_status,REMOVE,"operational state indicator ('start_successful'), not a fault signal",F06,Generator Fault
engine/alarm_generator_1_three_starts_failure,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_2_comprehensive_alarm,800,12.492,fault_relevant,KEEP,"fault alarm, fires 800 samples (12.5%), class F06",F06,Generator Fault
engine/alarm_generator_2_emergency_stop,800,12.492,mode_status,REMOVE,"operational state indicator ('emergency_stop'), not a fault signal",F06,Generator Fault
engine/alarm_generator_2_fuel_leak,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_2_high_oil_temperature_pre_alarm,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_2_high_speed_alarm_stop,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_2_high_speed_pre_alarm,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_2_high_water_temperature_pre_alarm,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_2_low_oil_pressure_alarm_stop,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_generator_2_low_oil_pressure_pre_alarm,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_generator_2_power_1_voltage_low,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_2_power_2_voltage_low,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_2_running_status,5603,87.492,mode_status,REMOVE,"operational state indicator ('running_status'), not a fault signal",F06,Generator Fault
engine/alarm_generator_2_shutdown_failure,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_2_shutdown_status,800,12.492,mode_status,REMOVE,"operational state indicator ('shutdown_status'), not a fault signal",F06,Generator Fault
engine/alarm_generator_2_shutting_down,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_2_start_allowed,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_generator_2_start_successful,5603,87.492,mode_status,REMOVE,"operational state indicator ('start_successful'), not a fault signal",F06,Generator Fault
engine/alarm_generator_2_three_starts_failure,0,0.0,never_triggered,REMOVE,never fired in 24h,F06,Generator Fault
engine/alarm_grey_water_pump_starter_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_grey_water_tank_high_level,33,0.515,fault_relevant,KEEP,"fault alarm, fires 33 samples (0.5%), class F00",F00,Other / General Fault
engine/alarm_left_main_battery_float_charge_comprehensive_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_left_main_remote_control_backup_power_failure,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_left_main_remote_control_comprehensive_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_left_main_remote_control_control_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_left_main_remote_control_main_power_failure,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_lube_oil_transfer_pump_starter_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_main_engine_1_basic_turbocharger_1_speed_high,0,0.0,never_triggered,REMOVE,never fired in 24h,F05,Turbocharger Fault
engine/alarm_main_engine_1_basic_turbocharger_2_speed_high,0,0.0,never_triggered,REMOVE,never fired in 24h,F05,Turbocharger Fault
engine/alarm_main_engine_1_bearing_temperature_deviation_large_l1,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_deviation_large_l10,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_deviation_large_l2,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_deviation_large_l3,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_deviation_large_l4,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_deviation_large_l5,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_deviation_large_l6,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_deviation_large_l7,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_deviation_large_l8,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_deviation_large_l9,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_high_l1,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_high_l10,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_high_l2,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_high_l3,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_high_l4,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_high_l5,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_high_l6,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_high_l7,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_high_l8,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_high_l9,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_sensor_fault_l1,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_bearing_temperature_sensor_fault_l10,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_bearing_temperature_sensor_fault_l2,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_bearing_temperature_sensor_fault_l3,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_bearing_temperature_sensor_fault_l4,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_bearing_temperature_sensor_fault_l5,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_bearing_temperature_sensor_fault_l6,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_bearing_temperature_sensor_fault_l7,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_bearing_temperature_sensor_fault_l8,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_bearing_temperature_sensor_fault_l9,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_bearing_temperature_too_high_l1,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_too_high_l10,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_too_high_l2,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_too_high_l3,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_too_high_l4,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_too_high_l5,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_too_high_l6,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_too_high_l7,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_too_high_l8,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_bearing_temperature_too_high_l9,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_charging_indicator,2908,45.409,mode_status,REMOVE,"operational state indicator ('charging_indicator'), not a fault signal",F00,Other / General Fault
engine/alarm_main_engine_1_comprehensive_fault,480,7.495,fault_relevant,KEEP,"fault alarm, fires 480 samples (7.5%), class F00",F00,Other / General Fault
engine/alarm_main_engine_1_crankcase_pressure_high_stop,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_a1,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_a10,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_a2,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_a3,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_a4,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_a5,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_a6,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_a7,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_a8,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_a9,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_b1,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_b10,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_b2,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_b3,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_b4,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_b5,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_b6,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_b7,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_b8,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_deviation_large_b9,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_a1,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_a10,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_a2,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_a3,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_a4,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_a5,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_a6,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_a7,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_a8,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_a9,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_b1,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_b10,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_b2,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_b3,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_b4,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_b5,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_b6,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_b7,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_b8,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_high_b9,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_a1,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_a10,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_a2,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_a3,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_a4,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_a5,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_a6,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_a7,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_a8,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_a9,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_b1,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_b10,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_b2,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_b3,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_b4,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_b5,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_b6,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_b7,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_b8,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_exhaust_temperature_too_high_b9,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_a1,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_a10,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_a2,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_a3,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_a4,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_a5,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_a6,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_a7,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_a8,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_a9,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_b1,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_b10,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_b2,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_b3,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_b4,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_b5,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_b6,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_b7,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_b8,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_cylinder_temperature_sensor_fault_b9,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_ecu_communication_timeout,2418,37.758,fault_relevant,KEEP,"fault alarm, fires 2418 samples (37.8%), class F11",F11,Communication / Sensor Fault
engine/alarm_main_engine_1_ecu_comprehensive_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_ecu_speed_fault_stop,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_ecu_speed_phase_fault_alarm,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_emergency_stop_status,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_exhaust_temperature_sensor_fault_a,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_exhaust_temperature_sensor_fault_b,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_1_expansion_tank_low_level,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_freshwater_preheating,818,12.773,mode_status,REMOVE,"operational state indicator ('preheating'), not a fault signal",F00,Other / General Fault
engine/alarm_main_engine_1_freshwater_pressure_low,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_freshwater_pressure_sensor_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_freshwater_pressure_too_low,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_freshwater_temperature_high,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_freshwater_temperature_high_b,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_freshwater_temperature_sensor_fault_a,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_freshwater_temperature_sensor_fault_b,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_freshwater_temperature_too_high_a,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_freshwater_temperature_too_high_b,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
